,dt,Country,avg
3372,1806,Belarus,6.241166667000001
3373,1806,Belgium,10.12191667
3374,1806,Bosnia And Herzegovina,10.85341667
3375,1806,Bulgaria,10.93525
3376,1806,Croatia,11.81583333
3377,1806,Cyprus,18.98408333
3378,1806,Czech Republic,8.55325
3379,1806,Denmark (Europe),8.021333333
3380,1806,Estonia,4.59375
3381,1806,Europe,8.196583333
3382,1806,Faroe Islands,6.48225
3383,1806,Finland,1.305416667
3384,1806,France,13.27283333
3385,1806,France (Europe),10.99441667
3386,1806,Germany,8.898166667
3387,1806,Greece,15.05133333
3388,1806,Guernsey,11.44725
3389,1806,Hungary,10.48966667
3390,1806,Iceland,1.310083333
3391,1806,India,23.92616667
3392,1806,Ireland,9.50075
3393,1806,Isle Of Man,9.4185
3394,1806,Italy,12.940999999999999
3395,1806,Jersey,11.44725
3396,1806,Latvia,5.34675
3397,1806,Libya,22.143
3398,1806,Liechtenstein,5.39775
3399,1806,Lithuania,6.211583332999999
3400,1806,Luxembourg,9.926166667
3401,1806,Macedonia,10.74333333
3402,1806,Malta,18.51791667
3403,1806,Moldova,9.504333333
3404,1806,Monaco,9.343416667
3405,1806,Montenegro,10.59616667
3406,1806,Morocco,17.593
3407,1806,Nepal,14.84808333
3408,1806,Netherlands,9.958
3409,1806,Netherlands (Europe),9.573416667
3410,1806,Norway,0.0815
3411,1806,Poland,8.274166667000001
3412,1806,Portugal,14.90075
3413,1806,Romania,9.373583333
3414,1806,Saint Pierre And Miquelon,4.177583333
3415,1806,San Marino,14.05358333
3416,1806,Serbia,10.505
3417,1806,Slovakia,8.389083333
3418,1806,Slovenia,10.12808333
3419,1806,Spain,13.86891667
3420,1806,Sri Lanka,26.97358333
3421,1806,Svalbard And Jan Mayen,-7.181666667000001
3422,1806,Sweden,2.300416667
3423,1806,Switzerland,7.612666667
3424,1806,Tunisia,19.94133333
3425,1806,Turkey,11.90258333
3426,1806,Ukraine,8.16075
3427,1806,United Kingdom,8.63725
3428,1806,United Kingdom (Europe),8.805
3429,1806,Western Sahara,22.34116667
3430,1807,Albania,13.11266667
3431,1807,Algeria,22.82541667
3432,1807,Andorra,11.05358333
3433,1807,Austria,6.771833332999999
3434,1807,Bangladesh,24.5519
3435,1807,Belarus,6.352916667000001
3436,1807,Belgium,9.43025
3437,1807,Bosnia And Herzegovina,10.95658333
3438,1807,Bulgaria,11.06883333
3439,1807,Croatia,11.86225
3440,1807,Cyprus,18.94475
3441,1807,Czech Republic,8.323
3442,1807,Denmark (Europe),7.7496666670000005
3443,1807,Estonia,4.59975
3444,1807,Europe,7.8915
3445,1807,Faroe Islands,5.8455
3446,1807,Finland,0.56725
3447,1807,France,12.63033333
3448,1807,France (Europe),10.26025
3449,1807,Germany,8.49675
3450,1807,Greece,15.21641667
3451,1807,Guernsey,10.53591667
3452,1807,Hungary,10.41175
3453,1807,Iceland,0.78925
3454,1807,India,23.4996
3455,1807,Ireland,8.72975
3456,1807,Isle Of Man,8.679916667
3457,1807,Italy,13.01566667
3458,1807,Jersey,10.53591667
3459,1807,Latvia,5.385833333
3460,1807,Libya,22.20508333
3461,1807,Liechtenstein,5.046083333
3462,1807,Lithuania,6.303999999999999
3463,1807,Luxembourg,9.1775
3464,1807,Macedonia,10.9135
3465,1807,Malta,18.72566667
3466,1807,Moldova,9.601583332999999
3467,1807,Monaco,9.052416667000001
3468,1807,Montenegro,10.757
3469,1807,Morocco,17.35816667
3470,1807,Nepal,14.7999
3471,1807,Netherlands,9.419416667
3472,1807,Netherlands (Europe),9.027416667
3473,1807,Norway,-0.528833333
3474,1807,Poland,8.184
3475,1807,Portugal,14.31466667
3476,1807,Romania,9.443833332999999
3477,1807,Saint Pierre And Miquelon,4.00025
3478,1807,San Marino,14.18058333
3479,1807,Serbia,10.59808333
3480,1807,Slovakia,8.266
3481,1807,Slovenia,10.13383333
3482,1807,Spain,13.3225
3483,1807,Sri Lanka,26.7315
3484,1807,Svalbard And Jan Mayen,-7.97275
3485,1807,Sweden,1.84
3486,1807,Switzerland,7.170083332999999
3487,1807,Tunisia,20.01341667
3488,1807,Turkey,11.91191667
3489,1807,Ukraine,8.243833333
3490,1807,United Kingdom,7.893083333
3491,1807,United Kingdom (Europe),8.02475
3492,1807,Western Sahara,22.23427273
3493,1808,Albania,11.61983333
3494,1808,Algeria,22.14008333
3495,1808,Andorra,9.98775
3496,1808,Armenia,2.256
3497,1808,Austria,5.172333333
3498,1808,Azerbaijan,5.235
3499,1808,Belarus,5.1216666669999995
3500,1808,Belgium,8.70325
3501,1808,Bosnia And Herzegovina,9.358416667
3502,1808,Bulgaria,9.625583333
3503,1808,Croatia,10.25066667
3504,1808,Cyprus,18.16875
3505,1808,Czech Republic,6.729916667
3506,1808,Denmark (Europe),7.340583333
3507,1808,Estonia,4.06275
3508,1808,Europe,7.07825
3509,1808,Faroe Islands,6.255166667
3510,1808,Finland,0.93
3511,1808,France,11.78975
3512,1808,France (Europe),9.338333333
3513,1808,Gaza Strip,15.46866667
3514,1808,Georgia,2.7060000000000004
3515,1808,Germany,7.315916667000001
3516,1808,Greece,13.89483333
3517,1808,Guernsey,10.16858333
3518,1808,Hungary,8.841916667000001
3519,1808,Iceland,1.0665
3520,1808,Ireland,8.885416667000001
3521,1808,Isle Of Man,8.8415
3522,1808,Israel,15.944
3523,1808,Italy,11.53733333
3524,1808,Jersey,10.16858333
3525,1808,Jordan,14.386
3526,1808,Latvia,4.640666667
3527,1808,Lebanon,13.802
3528,1808,Libya,21.51158333
3529,1808,Liechtenstein,3.575166667
3530,1808,Lithuania,5.310083333
3531,1808,Luxembourg,8.25325
3532,1808,Macedonia,9.42625
3533,1808,Malta,17.48216667
3534,1808,Moldova,8.148
3535,1808,Monaco,7.706666667
3536,1808,Montenegro,9.204666667
3537,1808,Morocco,16.76825
3538,1808,Netherlands,8.793083333
3539,1808,Netherlands (Europe),8.39725
3540,1808,Norway,-0.18758333300000002
3541,1808,Poland,6.769583333
3542,1808,Portugal,13.8075
3543,1808,Romania,7.929416667000001
3544,1808,Saint Pierre And Miquelon,3.8683333330000003
3545,1808,San Marino,12.57125
3546,1808,Serbia,9.039416667000001
3547,1808,Slovakia,6.678999999999999
3548,1808,Slovenia,8.485833332999999
3549,1808,Spain,12.61533333
3550,1808,Svalbard And Jan Mayen,-7.670833332999999
3551,1808,Sweden,2.056
3552,1808,Switzerland,5.825333333
3553,1808,Syria,12.095999999999998
3554,1808,Tunisia,18.95775
3555,1808,Turkey,10.95491667
3556,1808,Ukraine,6.902
3557,1808,United Kingdom,7.964083333
3558,1808,United Kingdom (Europe),8.1315
3559,1808,Western Sahara,21.69758333
3560,1809,Albania,11.94908333
3561,1809,Algeria,21.7425
3562,1809,Andorra,10.50058333
3563,1809,Armenia,6.933833333
3564,1809,Austria,6.061083332999999
3565,1809,Azerbaijan,9.515833333
3566,1809,Belarus,4.5286666669999995
3567,1809,Belgium,9.021583332999999
3568,1809,Bosnia And Herzegovina,9.974416667
3569,1809,Bulgaria,9.658083332999999
3570,1809,Croatia,10.98475
3571,1809,Cyprus,17.518
3572,1809,Czech Republic,7.420083332999999
3573,1809,Denmark (Europe),7.277583333
3574,1809,Estonia,2.885416667
3575,1809,Europe,6.993583332999999
3576,1809,Faroe Islands,5.83
3577,1809,Finland,-0.46916666700000004
3578,1809,France,12.0225
3579,1809,France (Europe),9.814083333
3580,1809,Gaza Strip,17.84741667
3581,1809,Georgia,6.471833332999999
3582,1809,Germany,7.855
3583,1809,Greece,13.93166667
3584,1809,Guernsey,10.34133333
3585,1809,Hungary,9.341833333
3586,1809,Iceland,0.3625
3587,1809,Ireland,8.717333333
3588,1809,Isle Of Man,8.747833332999999
3589,1809,Israel,18.25758333
3590,1809,Italy,12.23508333
3591,1809,Jersey,10.34133333
3592,1809,Jordan,17.9335
3593,1809,Latvia,3.698416667
3594,1809,Lebanon,16.31258333
3595,1809,Libya,20.93708333
3596,1809,Liechtenstein,4.609833333
3597,1809,Lithuania,4.734333333
3598,1809,Luxembourg,8.677333333
3599,1809,Macedonia,9.683583333
3600,1809,Malta,17.69533333
3601,1809,Moldova,7.91975
3602,1809,Monaco,8.383833333
3603,1809,Montenegro,9.634083333
3604,1809,Morocco,16.46933333
3605,1809,Netherlands,9.008916667000001
3606,1809,Netherlands (Europe),8.63825
3607,1809,Norway,-0.9610833329999999
3608,1809,Poland,7.030083332999999
3609,1809,Portugal,13.74683333
3610,1809,Romania,8.018833333
3611,1809,Saint Pierre And Miquelon,3.0065
3612,1809,San Marino,13.44466667
3613,1809,Serbia,9.427583333
3614,1809,Slovakia,7.178
3615,1809,Slovenia,9.388583333
3616,1809,Spain,12.79425
3617,1809,Svalbard And Jan Mayen,-8.845333333
3618,1809,Sweden,1.29975
3619,1809,Switzerland,6.6355
3620,1809,Syria,16.54166667
3621,1809,Tunisia,19.01983333
3622,1809,Turkey,10.30875
3623,1809,Ukraine,6.388166667
3624,1809,United Kingdom,7.868666667
3625,1809,United Kingdom (Europe),8.091083333
3626,1809,Western Sahara,19.8858
3627,1810,Albania,12.339
3628,1810,Algeria,21.65658333
3629,1810,Andorra,10.53066667
3630,1810,Armenia,7.010333332999999
3631,1810,Austria,6.273083333
3632,1810,Azerbaijan,9.565166667
3633,1810,Belarus,4.777666667
3634,1810,Belgium,8.903083333
3635,1810,Bosnia And Herzegovina,10.38741667
3636,1810,Bulgaria,10.03408333
3637,1810,Croatia,11.38941667
3638,1810,Cyprus,17.62708333
3639,1810,Czech Republic,7.3739166670000005
3640,1810,Denmark (Europe),7.198333333
3641,1810,Estonia,3.29375
3642,1810,Europe,7.04075
3643,1810,Faroe Islands,5.648333332999999
3644,1810,Finland,-0.70225
3645,1810,France,12.03258333
3646,1810,France (Europe),9.842333333
3647,1810,Gaza Strip,17.88383333
3648,1810,Georgia,6.6013333329999995
3649,1810,Germany,7.7455
3650,1810,Greece,14.25791667
3651,1810,Guernsey,10.30666667
3652,1810,Hungary,9.6225
3653,1810,Iceland,0.183166667
3654,1810,Ireland,8.575416667
3655,1810,Isle Of Man,8.666083333
3656,1810,Israel,18.28983333
3657,1810,Italy,12.54491667
3658,1810,Jersey,10.30666667
3659,1810,Jordan,17.947
3660,1810,Latvia,4.079833333
3661,1810,Lebanon,16.37016667
3662,1810,Libya,21.01641667
3663,1810,Liechtenstein,4.718583333
3664,1810,Lithuania,5.023916667
3665,1810,Luxembourg,8.565166667
3666,1810,Macedonia,10.07183333
3667,1810,Malta,17.89308333
3668,1810,Moldova,8.253333332999999
3669,1810,Monaco,8.638833333
3670,1810,Montenegro,10.04925
3671,1810,Morocco,16.20258333
3672,1810,Netherlands,8.850916667
3673,1810,Netherlands (Europe),8.47825
3674,1810,Norway,-1.141166667
3675,1810,Poland,7.021666667000001
3676,1810,Portugal,13.394
3677,1810,Romania,8.358083333
3678,1810,Saint Pierre And Miquelon,3.262166667
3679,1810,San Marino,13.84233333
3680,1810,Serbia,9.81675
3681,1810,Slovakia,7.297833333
3682,1810,Slovenia,9.803666667
3683,1810,Spain,12.56025
3684,1810,Svalbard And Jan Mayen,-9.176333332999999
3685,1810,Sweden,1.191666667
3686,1810,Switzerland,6.7569166670000005
3687,1810,Syria,16.59133333
3688,1810,Tunisia,19.10016667
3689,1810,Turkey,10.495999999999999
3690,1810,Ukraine,6.661583332999999
3691,1810,United Kingdom,7.77375
3692,1810,United Kingdom (Europe),7.994583333
3693,1811,Albania,12.77858333
3694,1811,Algeria,21.8815
3695,1811,Andorra,11.26108333
3696,1811,Armenia,7.078666667
3697,1811,Austria,7.251333333
3698,1811,Azerbaijan,9.667416667000001
3699,1811,Belarus,6.041166667000001
3700,1811,Belgium,10.43541667
3701,1811,Bosnia And Herzegovina,11.03116667
3702,1811,Bulgaria,10.47366667
3703,1811,Canada,-4.703
3704,1811,Croatia,12.10583333
3705,1811,Cyprus,17.666
3706,1811,Czech Republic,8.664833332999999
3707,1811,Denmark (Europe),8.628833333
3708,1811,Egypt,18.86622222
3709,1811,Estonia,4.8745
3710,1811,Europe,8.041583333
3711,1811,Faroe Islands,6.41975
3712,1811,Finland,0.882833333
3713,1811,France,12.9515
3714,1811,France (Europe),10.90308333
3715,1811,Gaza Strip,17.92608333
3716,1811,Georgia,6.709833333
3717,1811,Germany,9.143833333
3718,1811,Greece,14.55516667
3719,1811,Guernsey,11.22491667
3720,1811,Hungary,10.55233333
3721,1811,Iceland,0.61075
3722,1811,Ireland,9.241416667000001
3723,1811,Isle Of Man,9.566083333
3724,1811,Israel,18.3435
3725,1811,Italy,13.23466667
3726,1811,Jersey,11.22491667
3727,1811,Jordan,18.0075
3728,1811,Latvia,5.58425
3729,1811,Lebanon,16.39716667
3730,1811,Libya,21.20791667
3731,1811,Liechtenstein,5.701833333
3732,1811,Lithuania,6.433083333
3733,1811,Luxembourg,10.15925
3734,1811,Macedonia,10.50741667
3735,1811,Malta,18.28008333
3736,1811,Moldova,8.943083332999999
3737,1811,Monaco,9.541083333
3738,1811,Montenegro,10.57358333
3739,1811,Morocco,16.37183333
3740,1811,Netherlands,10.39608333
3741,1811,Netherlands (Europe),10.05233333
3742,1811,North America,1.7956
3743,1811,Norway,0.077916667
3744,1811,Poland,8.387083333
3745,1811,Portugal,13.68133333
3746,1811,Romania,9.054166667
3747,1811,Saint Pierre And Miquelon,3.5545
3748,1811,San Marino,14.54341667
3749,1811,Serbia,10.43325
3750,1811,Slovakia,8.45725
3751,1811,Slovenia,10.55591667
3752,1811,Spain,12.99791667
3753,1811,Svalbard And Jan Mayen,-8.550416667
3754,1811,Sweden,2.68775
3755,1811,Switzerland,7.873333333
3756,1811,Syria,16.61375
3757,1811,Tunisia,19.4555
3758,1811,Turkey,10.59208333
3759,1811,Ukraine,7.444916667
3760,1811,United Kingdom,8.688416667
3761,1811,United Kingdom (Europe),8.9545
3762,1811,United States,8.0434
3763,1811,Western Sahara,25.41233333
3764,1812,Albania,11.59133333
3765,1812,Algeria,21.69783333
3766,1812,Andorra,10.03358333
3767,1812,Armenia,7.19525
3768,1812,Austria,5.099583333
3769,1812,Azerbaijan,9.7875
3770,1812,Belarus,4.203
3771,1812,Belgium,8.450583332999999
3772,1812,Bosnia And Herzegovina,9.45225
3773,1812,Bulgaria,9.3755
3774,1812,Canada,-7.0410833329999996
3775,1812,Croatia,10.36783333
3776,1812,Cyprus,17.49383333
3777,1812,Czech Republic,6.334083333
3778,1812,Denmark (Europe),6.401916667
3779,1812,Estonia,3.1316666669999997
3780,1812,Europe,6.530416667000001
3781,1812,Faroe Islands,5.321666667
3782,1812,Finland,-0.39441666700000005
3783,1812,France,11.55858333
3784,1812,France (Europe),9.261083333
3785,1812,Gaza Strip,17.8885
3786,1812,Georgia,6.753833332999999
3787,1812,Germany,6.762916667000001
3788,1812,Greece,13.67741667
3789,1812,Guernsey,9.99075
3790,1812,Hungary,8.684833333
3791,1812,Iceland,0.07933333299999999
3792,1812,Ireland,8.449083332999999
3793,1812,Isle Of Man,8.428166667000001
3794,1812,Israel,18.3095
3795,1812,Italy,11.624
3796,1812,Jersey,9.99075
3797,1812,Jordan,18.0105
3798,1812,Kazakhstan,3.74725
3799,1812,Latvia,3.553833333
3800,1812,Lebanon,16.340999999999998
3801,1812,Libya,20.95575
3802,1812,Liechtenstein,3.385166667
3803,1812,Lithuania,4.156083333
3804,1812,Luxembourg,7.99325
3805,1812,Macedonia,9.339083333
3806,1812,Malta,17.41608333
3807,1812,Moldova,7.636666667
3808,1812,Monaco,7.6815
3809,1812,Montenegro,9.222166667
3810,1812,Morocco,16.44741667
3811,1812,Netherlands,8.341666667
3812,1812,Netherlands (Europe),7.957083333
3813,1812,North America,0.372666667
3814,1812,Norway,-1.4025833330000002
3815,1812,Poland,5.9645
3816,1812,Portugal,13.67275
3817,1812,Romania,7.6151666670000004
3818,1812,Russia,-7.0468333329999995
3819,1812,Saint Pierre And Miquelon,2.5825
3820,1812,San Marino,12.81441667
3821,1812,Serbia,8.9795
3822,1812,Slovakia,6.36
3823,1812,Slovenia,8.670166667
3824,1812,Spain,12.57533333
3825,1812,Svalbard And Jan Mayen,-8.973833333
3826,1812,Sweden,0.802666667
3827,1812,Switzerland,5.644083332999999
3828,1812,Syria,16.61008333
3829,1812,Tunisia,18.83075
3830,1812,Turkey,10.34091667
3831,1812,Ukraine,6.241416667
3832,1812,United Kingdom,7.4835
3833,1812,United Kingdom (Europe),7.683416667
3834,1812,United States,7.012666667
3835,1812,Western Sahara,23.144625
3836,1813,Albania,11.83683333
3837,1813,Algeria,22.23591667
3838,1813,Andorra,10.46508333
3839,1813,Armenia,7.758833332999999
3840,1813,Austria,5.54975
3841,1813,Azerbaijan,10.42666667
3842,1813,Bangladesh,24.22283333
3843,1813,Belarus,5.29
3844,1813,Belgium,9.044
3845,1813,Bosnia And Herzegovina,9.784166667000001
3846,1813,Bulgaria,9.66925
3847,1813,Canada,-3.395444444
3848,1813,Croatia,10.737
3849,1813,Cyprus,17.96475
3850,1813,Czech Republic,7.104833332999999
3851,1813,Denmark (Europe),7.787583333
3852,1813,Estonia,4.602333333
3853,1813,Europe,7.345
3854,1813,Faroe Islands,6.480166667000001
3855,1813,Finland,1.207666667
3856,1813,France,12.11275
3857,1813,France (Europe),9.729083333
3858,1813,Gaza Strip,18.465999999999998
3859,1813,Georgia,7.279
3860,1813,Germany,7.682833333
3861,1813,Greece,13.93325
3862,1813,Guernsey,10.363
3863,1813,Hungary,9.1575
3864,1813,Iceland,1.113583333
3865,1813,India,23.27125
3866,1813,Ireland,9.023583333
3867,1813,Isle Of Man,9.057583333
3868,1813,Israel,18.90108333
3869,1813,Italy,12.11383333
3870,1813,Jersey,10.363
3871,1813,Jordan,18.64016667
3872,1813,Kazakhstan,3.504545455
3873,1813,Latvia,5.01425
3874,1813,Lebanon,16.8795
3875,1813,Libya,21.52383333
3876,1813,Liechtenstein,3.8689999999999998
3877,1813,Lithuania,5.54375
3878,1813,Luxembourg,8.57725
3879,1813,Macedonia,9.5915
3880,1813,Malta,17.56858333
3881,1813,Moldova,8.110666667
3882,1813,Monaco,8.433666667
3883,1813,Montenegro,9.49975
3884,1813,Morocco,16.84333333
3885,1813,Nepal,14.18783333
3886,1813,Netherlands,9.1975
3887,1813,Netherlands (Europe),8.810833333
3888,1813,North America,3.455
3889,1813,Norway,0.0805
3890,1813,Poland,7.112583333
3891,1813,Portugal,13.88508333
3892,1813,Romania,8.0345
3893,1813,Russia,-7.084818182
3894,1813,Saint Pierre And Miquelon,3.58
3895,1813,San Marino,13.28116667
3896,1813,Serbia,9.298083333
3897,1813,Slovakia,7.011833332999999
3898,1813,Slovenia,9.057333332999999
3899,1813,Spain,12.82925
3900,1813,Sri Lanka,26.32608333
3901,1813,Svalbard And Jan Mayen,-7.801
3902,1813,Sweden,2.4675
3903,1813,Switzerland,6.306666667000001
3904,1813,Syria,17.1675
3905,1813,Tunisia,19.13041667
3906,1813,Turkey,10.75658333
3907,1813,Ukraine,6.882833333
3908,1813,United Kingdom,8.172416667
3909,1813,United Kingdom (Europe),8.353916667
3910,1813,United States,9.918888889
3911,1813,Western Sahara,21.682
3912,1814,Albania,11.609000000000002
3913,1814,Algeria,21.92183333
3914,1814,Andorra,9.926166667
3915,1814,Armenia,7.9836666670000005
3916,1814,Austria,5.102666667
3917,1814,Azerbaijan,10.60425
3918,1814,Bangladesh,23.84018182
3919,1814,Belarus,4.643
3920,1814,Belgium,8.276166667
3921,1814,Bosnia And Herzegovina,9.4285
3922,1814,Bulgaria,9.669916667
3923,1814,Canada,-9.822666667
3924,1814,Croatia,10.33333333
3925,1814,Cyprus,18.07725
3926,1814,Czech Republic,6.351916667
3927,1814,Denmark (Europe),6.401833333
3928,1814,Estonia,3.484333333
3929,1814,Europe,6.699833333
3930,1814,Faroe Islands,5.697833332999999
3931,1814,Finland,0.030333332999999997
3932,1814,France,11.62825
3933,1814,France (Europe),9.1915
3934,1814,Gaza Strip,18.49816667
3935,1814,Georgia,7.516833332999999
3936,1814,Germany,6.81
3937,1814,Greece,13.843
3938,1814,Guernsey,9.5895
3939,1814,Hungary,8.780083333
3940,1814,Iceland,0.643833333
3941,1814,India,22.65736364
3942,1814,Ireland,8.214083333
3943,1814,Isle Of Man,8.002416667
3944,1814,Israel,18.90866667
3945,1814,Italy,11.51475
3946,1814,Jersey,9.5895
3947,1814,Jordan,18.65291667
3948,1814,Kazakhstan,4.486181818
3949,1814,Latvia,3.970416667
3950,1814,Lebanon,16.96891667
3951,1814,Libya,21.24141667
3952,1814,Liechtenstein,3.462416667
3953,1814,Lithuania,4.57425
3954,1814,Luxembourg,8.027333333
3955,1814,Macedonia,9.440416667000001
3956,1814,Malta,17.16758333
3957,1814,Moldova,8.1285
3958,1814,Monaco,7.74175
3959,1814,Montenegro,9.237916667
3960,1814,Morocco,16.61975
3961,1814,Nepal,13.63409091
3962,1814,Netherlands,8.15825
3963,1814,Netherlands (Europe),7.753333333
3964,1814,North America,-2.44
3965,1814,Norway,-1.0071666670000001
3966,1814,Poland,6.182833333
3967,1814,Portugal,13.60025
3968,1814,Romania,7.92875
3969,1814,Russia,-6.435909091
3970,1814,Saint Pierre And Miquelon,3.3280000000000003
3971,1814,San Marino,12.69941667
3972,1814,Serbia,9.076
3973,1814,Slovakia,6.486583333
3974,1814,Slovenia,8.63075
3975,1814,Spain,12.43733333
3976,1814,Sri Lanka,26.12209091
3977,1814,Svalbard And Jan Mayen,-8.27075
3978,1814,Sweden,1.182916667
3979,1814,Switzerland,5.80025
3980,1814,Syria,17.3085
3981,1814,Tunisia,18.70658333
3982,1814,Turkey,10.97416667
3983,1814,Ukraine,6.791916667000001
3984,1814,United Kingdom,7.195
3985,1814,United Kingdom (Europe),7.325666667
3986,1814,United States,3.784333333
3987,1815,Albania,11.82925
3988,1815,Algeria,22.1265
3989,1815,Andorra,10.75291667
3990,1815,Armenia,7.382083333
3991,1815,Austria,5.593999999999999
3992,1815,Azerbaijan,10.02416667
3993,1815,Bangladesh,23.75041667
3994,1815,Belarus,4.57525
3995,1815,Belgium,9.132083332999999
3996,1815,Bosnia And Herzegovina,9.720833333
3997,1815,Bulgaria,9.608166667
3998,1815,Canada,-6.4095
3999,1815,Croatia,10.67958333
4000,1815,Cyprus,17.81816667
4001,1815,Czech Republic,6.993166667000001
4002,1815,Denmark (Europe),7.47275
4003,1815,Estonia,4.167333333
4004,1815,Europe,7.253083332999999
4005,1815,Faroe Islands,6.291916667000001
4006,1815,Finland,1.4220833330000002
4007,1815,France,12.26775
4008,1815,France (Europe),10.02141667
4009,1815,Gaza Strip,19.00136364
4010,1815,Georgia,6.891583333
4011,1815,Germany,7.6319166670000005
4012,1815,Greece,13.94016667
4013,1815,Guernsey,10.42325
4014,1815,Hungary,9.016583333
4015,1815,Iceland,0.879083333
4016,1815,India,22.80775
4017,1815,Ireland,8.779833333
4018,1815,Isle Of Man,8.767583333
4019,1815,Israel,19.40672727
4020,1815,Italy,12.11833333
4021,1815,Jersey,10.42325
4022,1815,Jordan,19.31245455
4023,1815,Kazakhstan,-8.789
4024,1815,Latvia,4.433833333
4025,1815,Lebanon,16.67625
4026,1815,Libya,21.36841667
4027,1815,Liechtenstein,4.008083333
4028,1815,Lithuania,4.843833333
4029,1815,Luxembourg,8.763416667000001
4030,1815,Macedonia,9.569333333
4031,1815,Malta,17.8175
4032,1815,Moldova,7.934666667
4033,1815,Monaco,8.673833333
4034,1815,Montenegro,9.455583333
4035,1815,Morocco,16.78116667
4036,1815,Nepal,13.71316667
4037,1815,Netherlands,9.10275
4038,1815,Netherlands (Europe),8.724833333
4039,1815,North America,0.9329999999999999
4040,1815,Norway,0.1125
4041,1815,Poland,6.556916667
4042,1815,Portugal,13.98366667
4043,1815,Romania,7.870666667
4044,1815,Russia,-21.342
4045,1815,Saint Pierre And Miquelon,3.183166667
4046,1815,San Marino,13.15591667
4047,1815,Serbia,9.224333332999999
4048,1815,Slovakia,6.766166667
4049,1815,Slovenia,9.034083333
4050,1815,Spain,13.00808333
4051,1815,Sri Lanka,25.87708333
4052,1815,Svalbard And Jan Mayen,-7.639583332999999
4053,1815,Sweden,2.43725
4054,1815,Switzerland,6.5475833329999995
4055,1815,Syria,16.93566667
4056,1815,Tunisia,19.29191667
4057,1815,Turkey,10.58458333
4058,1815,Ukraine,6.484916667
4059,1815,United Kingdom,7.9625833329999995
4060,1815,United Kingdom (Europe),8.162833333
4061,1815,United States,7.501333333
4062,1816,Albania,11.41133333
4063,1816,Algeria,21.67966667
4064,1816,Andorra,9.828416667
4065,1816,Armenia,7.121583332999999
4066,1816,Asia,9.547555556
4067,1816,Austria,4.924666666999999
4068,1816,Azerbaijan,12.81788889
4069,1816,Bangladesh,23.49958333
4070,1816,Belarus,4.996916667
4071,1816,Belgium,8.03125
4072,1816,Bhutan,11.872
4073,1816,Bosnia And Herzegovina,9.24625
4074,1816,Bulgaria,9.384083333
4075,1816,Burma,23.1322
4076,1816,Canada,-10.973625
4077,1816,Croatia,10.13358333
4078,1816,Cyprus,17.40516667
4079,1816,Czech Republic,6.630666667000001
4080,1816,Denmark (Europe),6.663333333
4081,1816,Estonia,3.99825
4082,1816,Europe,6.67925
4083,1816,Faroe Islands,5.207083333
4084,1816,Finland,0.3945
4085,1816,France,11.28791667
4086,1816,France (Europe),8.934666667
4087,1816,Gaza Strip,10.84666667
4088,1816,Georgia,6.73075
4089,1816,Germany,6.764333333
4090,1816,Greece,13.540999999999999
4091,1816,Guernsey,9.407333333
4092,1816,Hungary,8.76175
4093,1816,Iceland,-0.098416667
4094,1816,India,22.424
4095,1816,Ireland,7.906166667000001
4096,1816,Isle Of Man,7.966666667
4097,1816,Italy,11.30183333
4098,1816,Jersey,9.407333333
4099,1816,Kazakhstan,8.631444444
4100,1816,Laos,22.8897
4101,1816,Latvia,4.4415833330000005
4102,1816,Lebanon,16.24716667
4103,1816,Libya,20.85016667
4104,1816,Liechtenstein,2.96325
4105,1816,Lithuania,4.996333333
4106,1816,Luxembourg,7.6245833329999995
4107,1816,Macedonia,9.211833333
4108,1816,Malta,17.2025
4109,1816,Moldova,8.013666667
4110,1816,Monaco,7.563333332999999
4111,1816,Montenegro,9.04575
4112,1816,Morocco,16.43441667
4113,1816,Nepal,13.38875
4114,1816,Netherlands,8.139416667
4115,1816,Netherlands (Europe),7.750666667000001
4116,1816,North America,-2.625375
4117,1816,Norway,-1.037416667
4118,1816,Pakistan,21.07
4119,1816,Poland,6.591166667
4120,1816,Portugal,13.47941667
4121,1816,Romania,7.800833333
4122,1816,Russia,-1.628333333
4123,1816,Saint Pierre And Miquelon,2.802083333
4124,1816,San Marino,12.41241667
4125,1816,Serbia,8.905166667
4126,1816,Slovakia,6.669333332999999
4127,1816,Slovenia,8.349916667
4128,1816,Spain,12.36775
4129,1816,Sri Lanka,25.38816667
4130,1816,Svalbard And Jan Mayen,-8.845583332999999
4131,1816,Sweden,1.332833333
4132,1816,Switzerland,5.340083333
4133,1816,Syria,16.52391667
4134,1816,Thailand,24.9333
4135,1816,Tunisia,18.67108333
4136,1816,Turkey,10.29791667
4137,1816,Ukraine,6.745916667
4138,1816,United Kingdom,7.04025
4139,1816,United Kingdom (Europe),7.2104166670000005
4140,1816,United States,4.396625
4141,1816,Western Sahara,20.44625
4142,1817,Albania,12.07458333
4143,1817,Algeria,22.32383333
4144,1817,Andorra,11.0155
4145,1817,Armenia,7.292416667
4146,1817,Asia,5.9455
4147,1817,Austria,5.998416667000001
4148,1817,Azerbaijan,9.862833333
4149,1817,Bangladesh,23.53383333
4150,1817,Belarus,5.594666667
4151,1817,Belgium,9.20075
4152,1817,Bhutan,10.47283333
4153,1817,Bosnia And Herzegovina,10.10708333
4154,1817,Bulgaria,9.96475
4155,1817,Burma,22.37008333
